timestamp,id,vin,lat,lon,speed,odometer
2024-11-13T10:04:52.000Z,bFD9BC,3ALACXFD0KD000000,43.6407814,-79.4327774,0,-
2024-11-13T10:04:56.000Z,bFD9BD,3ALACXFD0KD000000,43.6407814,-79.4327774,0,-
2024-11-13T10:05:01.000Z,bFD9BE,3ALACXFD0KD000000,43.6407814,-79.4327011,0,-
2024-11-13T10:05:52.000Z,bFD9C2,3ALACXFD0KD000000,43.6407814,-79.4327011,0,-
2024-11-13T10:07:31.000Z,bFD9C9,3ALACXFD0KD000000,43.6407814,-79.4327011,0,-
2024-11-13T10:07:45.000Z,bFD9CC,3ALACXFD0KD000000,43.6407814,-79.4327316,2,-
2024-11-13T10:07:47.000Z,bFD9CE,3ALACXFD0KD000000,43.6407547,-79.4327316,10,-
2024-11-13T10:07:51.000Z,bFD9D0,3ALACXFD0KD000000,43.6406021,-79.4327011,16,-
2024-11-13T10:07:57.000Z,bFD9D1,3ALACXFD0KD000000,43.6403961,-79.4326553,14,-
2024-11-13T10:08:18.000Z,bFD9D5,3ALACXFD0KD000000,43.639679,-79.4323959,16,-
2024-11-13T10:08:25.000Z,bFD9D6,3ALACXFD0KD000000,43.6393738,-79.4322662,18,-
2024-11-13T10:08:26.000Z,bFD9D7,3ALACXFD0KD000000,43.6393204,-79.4322662,14,-
2024-11-13T10:08:30.000Z,bFD9D8,3ALACXFD0KD000000,43.6391411,-79.4322205,18,-
2024-11-13T10:08:37.000Z,bFD9D9,3ALACXFD0KD000000,43.6388626,-79.4321136,14,-
2024-11-13T10:08:40.000Z,bFD9DA,3ALACXFD0KD000000,43.6387329,-79.4320374,18,-
2024-11-13T10:08:47.000Z,bFD9DB,3ALACXFD0KD000000,43.638401,-79.4319077,18,-
2024-11-13T10:08:50.000Z,bFD9DD,3ALACXFD0KD000000,43.638298,-79.4318619,10,-
2024-11-13T10:08:52.000Z,bFD9DE,3ALACXFD0KD000000,43.6382446,-79.4318619,3,-
2024-11-13T10:08:55.000Z,bFD9DF,3ALACXFD0KD000000,43.6382217,-79.4318314,5,-
2024-11-13T10:08:57.000Z,bFD9E0,3ALACXFD0KD000000,43.638195,-79.4318314,0,-
2024-11-13T10:09:11.000Z,bFD9E1,3ALACXFD0KD000000,43.6381454,-79.4318085,3,-
2024-11-13T10:09:14.000Z,bFD9E3,3ALACXFD0KD000000,43.6380653,-79.4318619,16,-
2024-11-13T10:09:18.000Z,bFD9E4,3ALACXFD0KD000000,43.637989,-79.4321671,29,-
2024-11-13T10:09:21.000Z,bFD9E5,3ALACXFD0KD000000,43.6379128,-79.4324493,29,-
2024-11-13T10:09:26.000Z,bFD9E6,3ALACXFD0KD000000,43.6378098,-79.4328613,18,-
2024-11-13T10:09:30.000Z,bFD9E8,3ALACXFD0KD000000,43.6377869,-79.4329834,5,-
2024-11-13T10:09:33.000Z,bFD9E9,3ALACXFD0KD000000,43.6377869,-79.4330139,0,-
2024-11-13T10:09:35.000Z,bFD9EA,3ALACXFD0KD000000,43.6377869,-79.4330139,0,-
2024-11-13T10:09:49.000Z,bFD9EC,3ALACXFD0KD000000,43.6377869,-79.4330597,2,-
2024-11-13T10:09:51.000Z,bFD9ED,3ALACXFD0KD000000,43.6377602,-79.433136,13,-
2024-11-13T10:09:54.000Z,bFD9EE,3ALACXFD0KD000000,43.6377335,-79.433342,26,-
2024-11-13T10:09:56.000Z,bFD9EF,3ALACXFD0KD000000,43.6376839,-79.4335251,26,-
2024-11-13T10:10:00.000Z,bFD9F0,3ALACXFD0KD000000,43.6376305,-79.4337769,16,-
2024-11-13T10:10:02.000Z,bFD9F1,3ALACXFD0KD000000,43.6376076,-79.4338531,12,-
2024-11-13T10:10:06.000Z,bFD9F2,3ALACXFD0KD000000,43.6375809,-79.4340363,14,-
2024-11-13T10:10:09.000Z,bFD9F3,3ALACXFD0KD000000,43.6375542,-79.434166,14,-
2024-11-13T10:10:12.000Z,bFD9F4,3ALACXFD0KD000000,43.6375313,-79.4342651,4,-
2024-11-13T10:10:14.000Z,bFD9F5,3ALACXFD0KD000000,43.6375313,-79.4342651,0,-
2024-11-13T10:10:16.000Z,bFD9F6,3ALACXFD0KD000000,43.6375313,-79.4342651,0,-
2024-11-13T10:10:38.000Z,bFD9F7,3ALACXFD0KD000000,43.6375313,-79.4342651,2,-
2024-11-13T10:10:41.000Z,bFD9F8,3ALACXFD0KD000000,43.6375313,-79.4343185,5,-
2024-11-13T10:10:43.000Z,bFD9F9,3ALACXFD0KD000000,43.6375313,-79.4343414,0,-
2024-11-13T10:10:55.000Z,bFD9FB,3ALACXFD0KD000000,43.6375046,-79.4343414,3,-
2024-11-13T10:11:00.000Z,bFD9FC,3ALACXFD0KD000000,43.6375046,-79.4344482,10,-
2024-11-13T10:11:04.000Z,bFD9FE,3ALACXFD0KD000000,43.6374283,-79.4347229,26,-
2024-11-13T10:11:06.000Z,bFD9FF,3ALACXFD0KD000000,43.6374016,-79.4348831,24,-
2024-11-13T10:11:08.000Z,bFDA00,3ALACXFD0KD000000,43.6373749,-79.4350357,22,-
2024-11-13T10:11:12.000Z,bFDA02,3ALACXFD0KD000000,43.637352,-79.4352112,6,-
2024-11-13T10:11:14.000Z,bFDA03,3ALACXFD0KD000000,43.637352,-79.4352417,6,-
2024-11-13T10:11:19.000Z,bFDA05,3ALACXFD0KD000000,43.6373253,-79.4353638,8,-
2024-11-13T10:11:23.000Z,bFDA07,3ALACXFD0KD000000,43.6372986,-79.4354401,0,-
2024-11-13T10:12:07.000Z,bFDA09,3ALACXFD0KD000000,43.6372223,-79.4355469,2,-
2024-11-13T10:12:13.000Z,bFDA0A,3ALACXFD0KD000000,43.6371956,-79.4356003,0,-
2024-11-13T10:12:26.000Z,bFDA0C,3ALACXFD0KD000000,43.6371727,-79.4356232,2,-
2024-11-13T10:12:31.000Z,bFDA0E,3ALACXFD0KD000000,43.637146,-79.4356766,0,-
2024-11-13T10:13:12.000Z,bFDA15,3ALACXFD0KD000000,43.6371956,-79.4356995,2,-
2024-11-13T10:13:14.000Z,bFDA16,3ALACXFD0KD000000,43.6371956,-79.4357224,0,-
2024-11-13T10:13:16.000Z,bFDA17,3ALACXFD0KD000000,43.6371956,-79.4357224,3,-
2024-11-13T10:13:24.000Z,bFDA19,3ALACXFD0KD000000,43.637146,-79.4359055,8,-
2024-11-13T10:13:29.000Z,bFDA1B,3ALACXFD0KD000000,43.6370163,-79.4359589,20,-
2024-11-13T10:13:34.000Z,bFDA1C,3ALACXFD0KD000000,43.6366844,-79.4358292,33,-
2024-11-13T10:13:38.000Z,bFDA1D,3ALACXFD0KD000000,43.6363525,-79.4356995,33,-
2024-11-13T10:13:58.000Z,bFDA1F,3ALACXFD0KD000000,43.6345863,-79.4350052,39,-
2024-11-13T10:14:03.000Z,bFDA20,3ALACXFD0KD000000,43.634201,-79.4348831,22,-
2024-11-13T10:14:10.000Z,bFDA22,3ALACXFD0KD000000,43.6339722,-79.4347534,8,-
2024-11-13T10:14:14.000Z,bFDA23,3ALACXFD0KD000000,43.6338959,-79.4347229,7,-
2024-11-13T10:14:18.000Z,bFDA24,3ALACXFD0KD000000,43.6338158,-79.4347,8,-
2024-11-13T10:14:20.000Z,bFDA25,3ALACXFD0KD000000,43.6337395,-79.4346771,18,-
2024-11-13T10:14:24.000Z,bFDA26,3ALACXFD0KD000000,43.633461,-79.4345703,37,-
2024-11-13T10:14:26.000Z,bFDA27,3ALACXFD0KD000000,43.633255,-79.4345245,39,-
2024-11-13T10:14:34.000Z,bFDA29,3ALACXFD0KD000000,43.6324883,-79.4342422,37,-
2024-11-13T10:14:39.000Z,bFDA2A,3ALACXFD0KD000000,43.6321297,-79.4338531,41,-
2024-11-13T10:14:42.000Z,bFDA2B,3ALACXFD0KD000000,43.6320267,-79.4334183,46,-
2024-11-13T10:14:47.000Z,bFDA2D,3ALACXFD0KD000000,43.6319237,-79.4326248,46,-
2024-11-13T10:14:50.000Z,bFDA2F,3ALACXFD0KD000000,43.6319504,-79.4322205,37,-
2024-11-13T10:14:52.000Z,bFDA30,3ALACXFD0KD000000,43.6320496,-79.4319611,42,-
2024-11-13T10:14:55.000Z,bFDA31,3ALACXFD0KD000000,43.6322289,-79.4315796,48,-
2024-11-13T10:14:57.000Z,bFDA32,3ALACXFD0KD000000,43.6323318,-79.4312973,44,-
2024-11-13T10:14:59.000Z,bFDA33,3ALACXFD0KD000000,43.6323853,-79.431015,41,-
2024-11-13T10:15:01.000Z,bFDA34,3ALACXFD0KD000000,43.6323853,-79.4307098,46,-
2024-11-13T10:15:07.000Z,bFDA35,3ALACXFD0KD000000,43.6325874,-79.4296036,57,-
2024-11-13T10:15:16.000Z,bFDA39,3ALACXFD0KD000000,43.6331024,-79.4277344,72,-
2024-11-13T10:15:21.000Z,bFDA3A,3ALACXFD0KD000000,43.6334343,-79.426506,79,-
2024-11-13T10:15:26.000Z,b262FF3,3ALACXFD0KD000000,-,-,-,221968600
2024-11-13T10:15:30.000Z,bFDA3D,3ALACXFD0KD000000,43.6340981,-79.4241028,83,-
2024-11-13T10:15:54.000Z,bFDA42,3ALACXFD0KD000000,43.6359406,-79.4174728,90,-
2024-11-13T10:16:04.000Z,bFDA43,3ALACXFD0KD000000,43.6367874,-79.414505,92,-
2024-11-13T10:16:10.000Z,bFDA45,3ALACXFD0KD000000,43.6372223,-79.4127121,92,-
2024-11-13T10:16:15.000Z,bFDA47,3ALACXFD0KD000000,43.6374016,-79.4111252,96,-
2024-11-13T10:16:23.000Z,bFDA48,3ALACXFD0KD000000,43.6374283,-79.4084854,94,-
2024-11-13T10:16:34.000Z,bFDA49,3ALACXFD0KD000000,43.6377106,-79.4050598,88,-
2024-11-13T10:16:43.000Z,bFDA4B,3ALACXFD0KD000000,43.6379395,-79.4022903,90,-
2024-11-13T10:16:47.000Z,b26301A,3ALACXFD0KD000000,-,-,-,221968800
2024-11-13T10:16:53.000Z,bFDA4C,3ALACXFD0KD000000,43.6378899,-79.3992996,83,-
2024-11-13T10:17:02.000Z,bFDA4E,3ALACXFD0KD000000,43.6379128,-79.3967133,87,-
2024-11-13T10:17:08.000Z,bFDA50,3ALACXFD0KD000000,43.638195,-79.3948669,92,-
2024-11-13T10:17:18.000Z,bFDA53,3ALACXFD0KD000000,43.6387062,-79.3917465,92,-
2024-11-13T10:17:33.000Z,bFDA56,3ALACXFD0KD000000,43.6394768,-79.3872604,88,-
2024-11-13T10:17:47.000Z,bFDA58,3ALACXFD0KD000000,43.6404495,-79.383194,87,-
2024-11-13T10:17:52.000Z,bFDA59,3ALACXFD0KD000000,43.6409874,-79.3819656,79,-
2024-11-13T10:17:53.000Z,bFDA5A,3ALACXFD0KD000000,43.6411133,-79.3817368,79,-
2024-11-13T10:17:54.000Z,bFDA5B,3ALACXFD0KD000000,43.6412163,-79.3815842,59,-
2024-11-13T10:17:55.000Z,bFDA5C,3ALACXFD0KD000000,43.6413193,-79.3815002,52,-
2024-11-13T10:17:56.000Z,bFDA5D,3ALACXFD0KD000000,43.6413193,-79.3815002,74,-
2024-11-13T10:17:57.000Z,bFDA5E,3ALACXFD0KD000000,43.6415215,-79.3812256,61,-
2024-11-13T10:17:58.000Z,bFDA5F,3ALACXFD0KD000000,43.6415215,-79.3812256,72,-
2024-11-13T10:17:59.000Z,bFDA60,3ALACXFD0KD000000,43.6416512,-79.3808136,55,-
2024-11-13T10:18:00.000Z,bFDA61,3ALACXFD0KD000000,43.6417007,-79.3806076,57,-
2024-11-13T10:18:01.000Z,bFDA62,3ALACXFD0KD000000,43.6417007,-79.3806076,70,-
2024-11-13T10:18:02.000Z,bFDA63,3ALACXFD0KD000000,43.6417007,-79.3806076,72,-
2024-11-13T10:18:08.000Z,bFDA64,3ALACXFD0KD000000,43.6424713,-79.378891,74,-
2024-11-13T10:18:11.000Z,b263044,3ALACXFD0KD000000,-,-,-,221969000
2024-11-13T10:18:14.000Z,bFDA65,3ALACXFD0KD000000,43.6430588,-79.3774109,66,-
2024-11-13T10:18:18.000Z,bFDA67,3ALACXFD0KD000000,43.6434441,-79.3766632,65,-
2024-11-13T10:18:34.000Z,bFDA69,3ALACXFD0KD000000,43.6446724,-79.3735962,63,-
2024-11-13T10:18:43.000Z,bFDA6B,3ALACXFD0KD000000,43.6450577,-79.3718491,53,-
2024-11-13T10:18:48.000Z,bFDA6E,3ALACXFD0KD000000,43.645237,-79.3710098,46,-
2024-11-13T10:18:50.000Z,bFDA6F,3ALACXFD0KD000000,43.6452866,-79.3707504,37,-
2024-11-13T10:18:55.000Z,bFDA70,3ALACXFD0KD000000,43.6453896,-79.3703156,15,-
2024-11-13T10:18:59.000Z,bFDA72,3ALACXFD0KD000000,43.6454163,-79.3702393,0,-
2024-11-13T10:19:17.000Z,bFDA75,3ALACXFD0KD000000,43.6454659,-79.3700638,2,-
2024-11-13T10:19:25.000Z,bFDA78,3ALACXFD0KD000000,43.6454659,-79.3700104,0,-
2024-11-13T10:20:30.000Z,bFDA80,3ALACXFD0KD000000,43.6454391,-79.3699341,5,-
2024-11-13T10:20:32.000Z,bFDA81,3ALACXFD0KD000000,43.6454659,-79.3698578,17,-
2024-11-13T10:20:34.000Z,bFDA82,3ALACXFD0KD000000,43.6454926,-79.3697281,20,-
2024-11-13T10:20:36.000Z,bFDA83,3ALACXFD0KD000000,43.6454926,-79.3695984,14,-
2024-11-13T10:20:38.000Z,bFDA85,3ALACXFD0KD000000,43.6455154,-79.3695221,16,-
2024-11-13T10:20:40.000Z,bFDA86,3ALACXFD0KD000000,43.6455421,-79.3693695,26,-
2024-11-13T10:20:44.000Z,bFDA87,3ALACXFD0KD000000,43.6456184,-79.3688812,44,-
2024-11-13T10:20:49.000Z,bFDA8A,3ALACXFD0KD000000,43.6458244,-79.368042,57,-
2024-11-13T10:20:53.000Z,bFDA8C,3ALACXFD0KD000000,43.645977,-79.3672714,57,-
2024-11-13T10:20:57.000Z,bFDA8D,3ALACXFD0KD000000,43.6461563,-79.3665771,48,-
2024-11-13T10:21:00.000Z,bFDA8E,3ALACXFD0KD000000,43.6462326,-79.3662186,29,-
2024-11-13T10:21:03.000Z,bFDA8F,3ALACXFD0KD000000,43.6463089,-79.366066,16,-
2024-11-13T10:21:06.000Z,bFDA90,3ALACXFD0KD000000,43.646389,-79.366066,10,-
2024-11-13T10:21:09.000Z,bFDA91,3ALACXFD0KD000000,43.6464653,-79.3660965,14,-
2024-11-13T10:21:10.000Z,bFDA92,3ALACXFD0KD000000,43.6464653,-79.3660965,37,-
2024-11-13T10:21:11.000Z,bFDA93,3ALACXFD0KD000000,43.6466675,-79.3661957,37,-
2024-11-13T10:21:17.000Z,bFDA94,3ALACXFD0KD000000,43.6473083,-79.3665009,46,-
2024-11-13T10:21:24.000Z,bFDA96,3ALACXFD0KD000000,43.6481285,-79.3668594,46,-
2024-11-13T10:21:27.000Z,bFDA97,3ALACXFD0KD000000,43.6484337,-79.3669662,35,-
2024-11-13T10:21:33.000Z,bFDA98,3ALACXFD0KD000000,43.6487694,-79.3671188,7,-
2024-11-13T10:21:34.000Z,bFDA99,3ALACXFD0KD000000,43.6487694,-79.3671188,0,-
2024-11-13T10:21:37.000Z,bFDA9B,3ALACXFD0KD000000,43.6487694,-79.3671188,0,-
2024-11-13T10:21:59.000Z,bFDA9F,3ALACXFD0KD000000,43.6488457,-79.3671188,1,-
2024-11-13T10:22:01.000Z,bFDAA0,3ALACXFD0KD000000,43.6488953,-79.3671417,12,-
2024-11-13T10:22:04.000Z,bFDAA2,3ALACXFD0KD000000,43.6490479,-79.367218,29,-
2024-11-13T10:22:07.000Z,bFDAA3,3ALACXFD0KD000000,43.6493301,-79.3673248,37,-
2024-11-13T10:22:11.000Z,bFDAA5,3ALACXFD0KD000000,43.6496658,-79.3674774,35,-
2024-11-13T10:22:14.000Z,bFDAA6,3ALACXFD0KD000000,43.649868,-79.3675537,22,-
2024-11-13T10:22:18.000Z,bFDAA8,3ALACXFD0KD000000,43.6500206,-79.3675995,15,-
2024-11-13T10:22:20.000Z,bFDAA9,3ALACXFD0KD000000,43.6501236,-79.36763,22,-
2024-11-13T10:22:25.000Z,bFDAAA,3ALACXFD0KD000000,43.6504593,-79.3677826,31,-
2024-11-13T10:22:28.000Z,bFDAAB,3ALACXFD0KD000000,43.6506615,-79.3679352,28,-
2024-11-13T10:22:30.000Z,bFDAAC,3ALACXFD0KD000000,43.6508675,-79.3679886,39,-
2024-11-13T10:22:32.000Z,bFDAAD,3ALACXFD0KD000000,43.6510735,-79.3680649,39,-
2024-11-13T10:22:34.000Z,bFDAAE,3ALACXFD0KD000000,43.651226,-79.3681183,29,-
2024-11-13T10:22:41.000Z,bFDAB0,3ALACXFD0KD000000,43.6514549,-79.3681183,4,-
2024-11-13T10:22:42.000Z,bFDAB1,3ALACXFD0KD000000,43.6514549,-79.3681183,0,-
2024-11-13T10:22:45.000Z,bFDAB2,3ALACXFD0KD000000,43.6514549,-79.3681183,0,-
2024-11-13T10:22:55.000Z,bFDAB4,3ALACXFD0KD000000,43.6514549,-79.3681412,2,-
2024-11-13T10:23:02.000Z,bFDAB7,3ALACXFD0KD000000,43.6515083,-79.3681946,0,-
2024-11-13T10:23:19.000Z,bFDABA,3ALACXFD0KD000000,43.6515846,-79.3682938,2,-
2024-11-13T10:23:20.000Z,bFDABB,3ALACXFD0KD000000,43.6515846,-79.3683167,5,-
2024-11-13T10:23:25.000Z,bFDABD,3ALACXFD0KD000000,43.6517906,-79.3684006,22,-
2024-11-13T10:23:27.000Z,bFDABF,3ALACXFD0KD000000,43.6519165,-79.3684464,29,-
2024-11-13T10:23:29.000Z,bFDAC0,3ALACXFD0KD000000,43.6520462,-79.3684998,26,-
2024-11-13T10:23:37.000Z,bFDAC2,3ALACXFD0KD000000,43.652504,-79.3687286,20,-
2024-11-13T10:23:41.000Z,bFDAC3,3ALACXFD0KD000000,43.6526337,-79.368782,7,-
2024-11-13T10:23:44.000Z,bFDAC5,3ALACXFD0KD000000,43.65271,-79.368782,12,-
2024-11-13T10:23:49.000Z,bFDAC6,3ALACXFD0KD000000,43.6529655,-79.3688583,28,-
2024-11-13T10:23:52.000Z,bFDAC8,3ALACXFD0KD000000,43.6531982,-79.3689575,29,-
2024-11-13T10:23:56.000Z,bFDAC9,3ALACXFD0KD000000,43.6534538,-79.3690109,22,-
2024-11-13T10:23:59.000Z,bFDACA,3ALACXFD0KD000000,43.653656,-79.3690872,26,-
2024-11-13T10:24:03.000Z,bFDACB,3ALACXFD0KD000000,43.6538887,-79.3691406,22,-
2024-11-13T10:24:08.000Z,bFDACD,3ALACXFD0KD000000,43.6541443,-79.3692169,17,-
2024-11-13T10:24:10.000Z,bFDACE,3ALACXFD0KD000000,43.6541939,-79.3692398,5,-
2024-11-13T10:24:11.000Z,bFDACF,3ALACXFD0KD000000,43.6541939,-79.3692398,0,-
2024-11-13T10:24:13.000Z,bFDAD0,3ALACXFD0KD000000,43.6541939,-79.3692398,0,-
2024-11-13T10:24:17.000Z,bFDAD2,3ALACXFD0KD000000,43.6542206,-79.3692398,2,-
2024-11-13T10:24:20.000Z,bFDAD3,3ALACXFD0KD000000,43.6542702,-79.3692703,7,-
2024-11-13T10:24:21.000Z,bFDAD4,3ALACXFD0KD000000,43.6542702,-79.3692703,0,-
2024-11-13T10:25:24.000Z,bFDADB,3ALACXFD0KD000000,43.6543503,-79.3693466,4,-
2024-11-13T10:25:25.000Z,bFDADC,3ALACXFD0KD000000,43.6543732,-79.3693466,9,-
2024-11-13T10:25:26.000Z,bFDADD,3ALACXFD0KD000000,43.6543999,-79.3693466,15,-
2024-11-13T10:25:28.000Z,bFDADE,3ALACXFD0KD000000,43.6544762,-79.3693466,13,-
2024-11-13T10:25:29.000Z,b263122,3ALACXFD0KD000000,-,-,-,221969200
2024-11-13T10:25:31.000Z,bFDADF,3ALACXFD0KD000000,43.6545296,-79.3692169,20,-
2024-11-13T10:25:35.000Z,bFDAE1,3ALACXFD0KD000000,43.6546059,-79.3688354,37,-
2024-11-13T10:25:38.000Z,bFDAE2,3ALACXFD0KD000000,43.6547089,-79.3684235,41,-
2024-11-13T10:25:43.000Z,bFDAE3,3ALACXFD0KD000000,43.6548347,-79.3677826,39,-
2024-11-13T10:26:02.000Z,bFDAE6,3ALACXFD0KD000000,43.6552963,-79.3655548,29,-
2024-11-13T10:26:09.000Z,bFDAE7,3ALACXFD0KD000000,43.6554222,-79.3649139,24,-
2024-11-13T10:26:12.000Z,bFDAE8,3ALACXFD0KD000000,43.6554489,-79.3647385,11,-
2024-11-13T10:26:15.000Z,bFDAE9,3ALACXFD0KD000000,43.6554756,-79.3646851,0,-
2024-11-13T10:26:17.000Z,bFDAEA,3ALACXFD0KD000000,43.6554756,-79.3646851,0,-
2024-11-13T10:26:18.000Z,bFDAEB,3ALACXFD0KD000000,43.6554756,-79.3646622,2,-
2024-11-13T10:26:20.000Z,bFDAED,3ALACXFD0KD000000,43.6555023,-79.3646088,14,-
2024-11-13T10:26:22.000Z,bFDAEE,3ALACXFD0KD000000,43.6555252,-79.3644562,22,-
2024-11-13T10:26:23.000Z,bFDAEF,3ALACXFD0KD000000,43.6555519,-79.3643799,20,-
2024-11-13T10:26:26.000Z,bFDAF1,3ALACXFD0KD000000,43.6556015,-79.3641205,26,-
2024-11-13T10:26:34.000Z,bFDAF2,3ALACXFD0KD000000,43.6558342,-79.3632507,37,-
2024-11-13T10:26:37.000Z,bFDAF4,3ALACXFD0KD000000,43.6559105,-79.3628693,39,-
2024-11-13T10:26:39.000Z,bFDAF5,3ALACXFD0KD000000,43.6559601,-79.3626404,33,-
2024-11-13T10:26:43.000Z,bFDAF6,3ALACXFD0KD000000,43.6560402,-79.3623581,14,-
2024-11-13T10:26:45.000Z,bFDAF9,3ALACXFD0KD000000,43.6561165,-79.3623581,15,-
2024-11-13T10:26:53.000Z,bFDAFB,3ALACXFD0KD000000,43.6563721,-79.3624802,12,-
2024-11-13T10:26:54.000Z,bFDAFC,3ALACXFD0KD000000,43.656395,-79.3625107,16,-
2024-11-13T10:26:55.000Z,bFDAFD,3ALACXFD0KD000000,43.6564217,-79.3625336,7,-
2024-11-13T10:26:59.000Z,bFDAFE,3ALACXFD0KD000000,43.6565514,-79.3625107,12,-
2024-11-13T10:27:01.000Z,bFDAFF,3ALACXFD0KD000000,43.6566277,-79.3625107,5,-
2024-11-13T10:27:05.000Z,bFDB00,3ALACXFD0KD000000,43.6567039,-79.3625336,5,-
2024-11-13T10:27:15.000Z,bFDB02,3ALACXFD0KD000000,43.6567039,-79.362793,11,-
2024-11-13T10:27:18.000Z,bFDB03,3ALACXFD0KD000000,43.6566772,-79.362915,12,-
2024-11-13T10:27:21.000Z,bFDB04,3ALACXFD0KD000000,43.6566772,-79.3630219,6,-
2024-11-13T10:27:25.000Z,bFDB05,3ALACXFD0KD000000,43.6567039,-79.3630981,0,-
2024-11-13T10:27:27.000Z,bFDB06,3ALACXFD0KD000000,43.6567039,-79.3630981,0,-
2024-11-13T10:27:28.000Z,bFDB07,3ALACXFD0KD000000,43.6567039,-79.3630981,3,-
2024-11-13T10:27:31.000Z,bFDB09,3ALACXFD0KD000000,43.6567039,-79.3630981,0,-
2024-11-13T10:27:32.000Z,bFDB0A,3ALACXFD0KD000000,43.6567039,-79.3630981,2,-
2024-11-13T10:27:34.000Z,bFDB0B,3ALACXFD0KD000000,43.6567039,-79.3630753,0,-
2024-11-13T10:28:59.000Z,bFDB11,3ALACXFD0KD000000,43.6567039,-79.3630753,0,-
2024-11-13T10:28:59.000Z,b263188,3ALACXFD0KD000000,-,-,-,221969300
2024-11-13T10:32:35.000Z,bFDB23,3ALACXFD0KD000000,43.6567039,-79.3631516,0,-
2024-11-13T10:40:22.000Z,bFDB42,3ALACXFD0KD000000,43.6567039,-79.3631516,0,-
2024-11-13T10:40:22.000Z,b263219,3ALACXFD0KD000000,-,-,-,221969300
2024-11-13T10:40:26.000Z,bFDB44,3ALACXFD0KD000000,43.6567039,-79.3631516,0,-
2024-11-13T10:40:30.000Z,bFDB46,3ALACXFD0KD000000,43.6566772,-79.3631516,0,-
2024-11-13T10:40:43.000Z,bFDB47,3ALACXFD0KD000000,43.6567039,-79.3631744,3,-
2024-11-13T10:40:48.000Z,bFDB48,3ALACXFD0KD000000,43.6567535,-79.3632507,11,-
2024-11-13T10:40:53.000Z,bFDB49,3ALACXFD0KD000000,43.6567307,-79.3634033,11,-
2024-11-13T10:40:56.000Z,bFDB4A,3ALACXFD0KD000000,43.6567307,-79.3634796,6,-
2024-11-13T10:41:03.000Z,bFDB4B,3ALACXFD0KD000000,43.6566277,-79.363533,5,-
2024-11-13T10:41:10.000Z,bFDB4C,3ALACXFD0KD000000,43.6565742,-79.363533,2,-
2024-11-13T10:41:13.000Z,bFDB4D,3ALACXFD0KD000000,43.656498,-79.3634796,11,-
2024-11-13T10:41:15.000Z,bFDB4E,3ALACXFD0KD000000,43.6564751,-79.3634796,6,-
2024-11-13T10:41:18.000Z,bFDB4F,3ALACXFD0KD000000,43.6563721,-79.3634338,14,-
2024-11-13T10:41:22.000Z,bFDB50,3ALACXFD0KD000000,43.6561928,-79.363327,17,-
2024-11-13T10:41:25.000Z,bFDB51,3ALACXFD0KD000000,43.6560898,-79.3633041,7,-
2024-11-13T10:41:26.000Z,bFDB52,3ALACXFD0KD000000,43.6560631,-79.3633041,0,-
2024-11-13T10:41:30.000Z,bFDB53,3ALACXFD0KD000000,43.6560402,-79.3632736,2,-
2024-11-13T10:41:32.000Z,bFDB54,3ALACXFD0KD000000,43.6560135,-79.3632507,0,-
